seasondoubleyear,Team_Name,Team_ID,season,SeasonStartYear,SeasonEndYear,coach,school,coachtenure,totalgames,totalwins,totallosses,seasonwinpercentage,ncaavisits,ncaavisit,regseasonchamp,ncaachamp
1999-1900,Providence,1344,1999-00,1999,1900,"Tim Welsh",Providence,4,30,11,19,0.3667,1,0,0,0
2000-2001,Providence,1344,2000-01,2000,2001,"Tim Welsh",Providence,5,31,21,10,0.6774,1,1,0,0
2001-2002,Providence,1344,2001-02,2001,2002,"Tim Welsh",Providence,6,31,15,16,0.4839,2,0,0,0
2002-2003,Providence,1344,2002-03,2002,2003,"Tim Welsh",Providence,7,32,18,14,0.5625,2,0,0,0
2003-2004,Providence,1344,2003-04,2003,2004,"Tim Welsh",Providence,8,29,20,9,0.6897,2,1,0,0
2004-2005,Providence,1344,2004-05,2004,2005,"Tim Welsh",Providence,9,31,14,17,0.4516,3,0,0,0
2005-2006,Providence,1344,2005-06,2005,2006,"Tim Welsh",Providence,10,27,12,15,0.4444,3,0,0,0
2006-2007,Providence,1344,2006-07,2006,2007,"Tim Welsh",Providence,11,31,18,13,0.5806,3,0,0,0
2007-2008,Providence,1344,2007-08,2007,2008,"Tim Welsh",Providence,12,31,15,16,0.4839,3,0,0,0
2007-2008,Quinnipiac,1346,2007-08,2007,2008,"Tom Moore",Quinnipiac,0,30,15,15,0.5000,0,0,0,0
2008-2009,Quinnipiac,1346,2008-09,2008,2009,"Tom Moore",Quinnipiac,1,31,15,16,0.4839,0,0,0,0
2009-2010,Quinnipiac,1346,2009-10,2009,2010,"Tom Moore",Quinnipiac,2,33,23,10,0.6970,0,0,1,0
2010-2011,Quinnipiac,1346,2010-11,2010,2011,"Tom Moore",Quinnipiac,3,32,22,10,0.6875,0,0,0,0
2011-2012,Quinnipiac,1346,2011-12,2011,2012,"Tom Moore",Quinnipiac,4,32,18,14,0.5625,0,0,0,0
2012-2013,Quinnipiac,1346,2012-13,2012,2013,"Tom Moore",Quinnipiac,5,31,15,16,0.4839,0,0,0,0
2013-2014,Quinnipiac,1346,2013-14,2013,2014,"Tom Moore",Quinnipiac,6,32,20,12,0.6250,0,0,0,0
2014-2015,Quinnipiac,1346,2014-15,2014,2015,"Tom Moore",Quinnipiac,7,30,15,15,0.5000,0,0,0,0
2015-2016,Quinnipiac,1346,2015-16,2015,2016,"Tom Moore",Quinnipiac,8,26,9,17,0.3462,0,0,0,0
1981-1982,Rice,1349,1981-82,1981,1982,"Tommy Suitts",Rice,0,30,15,15,0.5000,0,0,0,0
1982-1983,Rice,1349,1982-83,1982,1983,"Tommy Suitts",Rice,1,28,8,20,0.2857,0,0,0,0
1983-1984,Rice,1349,1983-84,1983,1984,"Tommy Suitts",Rice,2,30,13,17,0.4333,0,0,0,0
1984-1985,Rice,1349,1984-85,1984,1985,"Tommy Suitts",Rice,3,27,11,16,0.4074,0,0,0,0
1985-1986,Rice,1349,1985-86,1985,1986,"Tommy Suitts",Rice,4,28,9,19,0.3214,0,0,0,0
1986-1987,Rice,1349,1986-87,1986,1987,"Tommy Suitts",Rice,5,19,7,12,0.3684,0,0,0,0
1992-1993,Rice,1349,1992-93,1992,1993,"Willis Wilson",Rice,0,28,18,10,0.6429,0,0,0,0
1993-1994,Rice,1349,1993-94,1993,1994,"Willis Wilson",Rice,1,29,15,14,0.5172,0,0,0,0
1994-1995,Rice,1349,1994-95,1994,1995,"Willis Wilson",Rice,2,28,15,13,0.5357,0,0,0,0
1995-1996,Rice,1349,1995-96,1995,1996,"Willis Wilson",Rice,3,28,14,14,0.5000,0,0,0,0
1996-1997,Rice,1349,1996-97,1996,1997,"Willis Wilson",Rice,4,27,12,15,0.4444,0,0,0,0
1997-1998,Rice,1349,1997-98,1997,1998,"Willis Wilson",Rice,5,28,6,22,0.2143,0,0,0,0
1998-1999,Rice,1349,1998-99,1998,1999,"Willis Wilson",Rice,6,28,18,10,0.6429,0,0,0,0
1999-1900,Rice,1349,1999-00,1999,1900,"Willis Wilson",Rice,7,27,5,22,0.1852,0,0,0,0
2000-2001,Rice,1349,2000-01,2000,2001,"Willis Wilson",Rice,8,30,14,16,0.4667,0,0,0,0
2001-2002,Rice,1349,2001-02,2001,2002,"Willis Wilson",Rice,9,29,10,19,0.3448,0,0,0,0
2002-2003,Rice,1349,2002-03,2002,2003,"Willis Wilson",Rice,10,29,19,10,0.6552,0,0,0,0
2003-2004,Rice,1349,2003-04,2003,2004,"Willis Wilson",Rice,11,33,22,11,0.6667,0,0,0,0
2004-2005,Rice,1349,2004-05,2004,2005,"Willis Wilson",Rice,12,31,19,12,0.6129,0,0,0,0
2005-2006,Rice,1349,2005-06,2005,2006,"Willis Wilson",Rice,13,28,12,16,0.4286,0,0,0,0
2006-2007,Rice,1349,2006-07,2006,2007,"Willis Wilson",Rice,14,32,16,16,0.5000,0,0,0,0
2007-2008,Rice,1349,2007-08,2007,2008,"Willis Wilson",Rice,15,30,3,27,0.1000,0,0,0,0
2005-2006,Rider,1351,2005-06,2005,2006,"Tommy Dempsey",Rider,0,28,8,20,0.2857,0,0,0,0
2006-2007,Rider,1351,2006-07,2006,2007,"Tommy Dempsey",Rider,1,31,16,15,0.5161,0,0,0,0
2007-2008,Rider,1351,2007-08,2007,2008,"Tommy Dempsey",Rider,2,34,23,11,0.6765,0,0,1,0
2008-2009,Rider,1351,2008-09,2008,2009,"Tommy Dempsey",Rider,3,32,19,13,0.5938,0,0,0,0
2009-2010,Rider,1351,2009-10,2009,2010,"Tommy Dempsey",Rider,4,33,17,16,0.5152,0,0,0,0
2010-2011,Rider,1351,2010-11,2010,2011,"Tommy Dempsey",Rider,5,34,23,11,0.6765,0,0,0,0
2011-2012,Rider,1351,2011-12,2011,2012,"Tommy Dempsey",Rider,6,32,13,19,0.4063,0,0,0,0
1973-1974,Rutgers,1353,1973-74,1973,1974,"Tom Young",Rutgers,4,26,18,8,0.6923,0,0,0,0
1974-1975,Rutgers,1353,1974-75,1974,1975,"Tom Young",Rutgers,5,29,22,7,0.7586,0,1,0,0
1975-1976,Rutgers,1353,1975-76,1975,1976,"Tom Young",Rutgers,6,33,31,2,0.9394,1,1,0,0
1976-1977,Rutgers,1353,1976-77,1976,1977,"Tom Young",Rutgers,7,28,18,10,0.6429,2,0,1,0
1977-1978,Rutgers,1353,1977-78,1977,1978,"Tom Young",Rutgers,8,31,24,7,0.7742,2,0,1,0
1978-1979,Rutgers,1353,1978-79,1978,1979,"Tom Young",Rutgers,9,31,22,9,0.7097,2,1,0,1
1979-1980,Rutgers,1353,1979-80,1979,1980,"Tom Young",Rutgers,10,28,14,14,0.5000,3,0,1,0
1980-1981,Rutgers,1353,1980-81,1980,1981,"Tom Young",Rutgers,11,30,16,14,0.5333,3,0,0,0
1981-1982,Rutgers,1353,1981-82,1981,1982,"Tom Young",Rutgers,12,30,20,10,0.6667,3,0,0,0
1982-1983,Rutgers,1353,1982-83,1982,1983,"Tom Young",Rutgers,13,31,23,8,0.7419,3,1,1,0
1983-1984,Rutgers,1353,1983-84,1983,1984,"Tom Young",Rutgers,14,28,15,13,0.5357,4,0,0,0
1984-1985,Rutgers,1353,1984-85,1984,1985,"Tom Young",Rutgers,15,30,16,14,0.5333,4,0,0,0
1992-1993,"San Diego St",1361,1992-93,1992,1993,"Tony Fuller","San Diego State",0,29,8,21,0.2759,0,0,0,0
1993-1994,"San Diego St",1361,1993-94,1993,1994,"Tony Fuller","San Diego State",1,28,12,16,0.4286,0,0,0,0
1997-1998,"Seton Hall",1371,1997-98,1997,1998,"Tommy Amaker","Seton Hall",0,30,15,15,0.5000,0,0,0,0
1998-1999,"Seton Hall",1371,1998-99,1998,1999,"Tommy Amaker","Seton Hall",1,30,15,15,0.5000,0,0,0,0
1999-1900,"Seton Hall",1371,1999-00,1999,1900,"Tommy Amaker","Seton Hall",2,32,22,10,0.6875,0,1,0,0
2000-2001,"Seton Hall",1371,2000-01,2000,2001,"Tommy Amaker","Seton Hall",3,31,16,15,0.5161,1,0,0,0
2008-2009,"SE Missouri St",1369,2008-09,2008,2009,"Zac Roman","Southeast Missouri State",0,30,3,27,0.1000,0,0,0,0
1996-1997,"Southern Univ",1380,1996-97,1996,1997,"Tommy Green",Southern,0,27,10,17,0.3704,0,0,0,0
1997-1998,"Southern Univ",1380,1997-98,1997,1998,"Tommy Green",Southern,1,27,14,13,0.5185,0,0,0,0
1998-1999,"Southern Univ",1380,1998-99,1998,1999,"Tommy Green",Southern,2,28,21,7,0.7500,0,0,0,0
1999-1900,"Southern Univ",1380,1999-00,1999,1900,"Tommy Green",Southern,3,29,18,11,0.6207,0,0,0,0
2000-2001,"Southern Univ",1380,2000-01,2000,2001,"Tommy Green",Southern,4,27,11,16,0.4074,0,0,0,0
1989-1990,"St Bonaventure",1382,1989-90,1989,1990,"Tom Chapman","St. Bonaventure",0,28,8,20,0.2857,0,0,0,0
1990-1991,"St Bonaventure",1382,1990-91,1990,1991,"Tom Chapman","St. Bonaventure",1,28,5,23,0.1786,0,0,0,0
1991-1992,"St Bonaventure",1382,1991-92,1991,1992,"Tom Chapman","St. Bonaventure",2,28,9,19,0.3214,0,0,0,0
1982-1983,Stanford,1390,1982-83,1982,1983,"Tom Davis",Stanford,11,28,14,14,0.5000,2,0,0,0
1983-1984,Stanford,1390,1983-84,1983,1984,"Tom Davis",Stanford,12,31,19,12,0.6129,2,0,0,0
1984-1985,Stanford,1390,1984-85,1984,1985,"Tom Davis",Stanford,13,28,11,17,0.3929,2,0,0,0
1985-1986,Stanford,1390,1985-86,1985,1986,"Tom Davis",Stanford,14,30,14,16,0.4667,2,0,0,0
2004-2005,Stanford,1390,2004-05,2004,2005,"Trent Johnson",Stanford,5,31,18,13,0.5806,1,1,0,0
2005-2006,Stanford,1390,2005-06,2005,2006,"Trent Johnson",Stanford,6,30,16,14,0.5333,2,0,0,0
2006-2007,Stanford,1390,2006-07,2006,2007,"Trent Johnson",Stanford,7,31,18,13,0.5806,2,1,0,0
2007-2008,Stanford,1390,2007-08,2007,2008,"Trent Johnson",Stanford,8,36,28,8,0.7778,3,1,0,0
1989-1990,Tennessee,1397,1989-90,1989,1990,"Wade Houston",Tennessee,0,30,16,14,0.5333,0,0,0,0
1990-1991,Tennessee,1397,1990-91,1990,1991,"Wade Houston",Tennessee,1,34,12,22,0.3529,0,0,0,0
1991-1992,Tennessee,1397,1991-92,1991,1992,"Wade Houston",Tennessee,2,34,19,15,0.5588,0,0,0,0
1992-1993,Tennessee,1397,1992-93,1992,1993,"Wade Houston",Tennessee,3,30,13,17,0.4333,0,0,0,0
1993-1994,Tennessee,1397,1993-94,1993,1994,"Wade Houston",Tennessee,4,27,5,22,0.1852,0,0,0,0
2012-2013,"Tennessee St",1398,2012-13,2012,2013,"Travis Williams","Tennessee State",0,33,18,15,0.5455,0,0,0,0
2013-2014,"Tennessee St",1398,2013-14,2013,2014,"Travis Williams","Tennessee State",1,30,5,25,0.1667,0,0,0,0
1980-1981,"Tennessee Tech",1399,1980-81,1980,1981,"Tom Deaton","Tennessee Tech",0,26,6,20,0.2308,0,0,0,0
1981-1982,"Tennessee Tech",1399,1981-82,1981,1982,"Tom Deaton","Tennessee Tech",1,26,12,14,0.4615,0,0,0,0
1982-1983,"Tennessee Tech",1399,1982-83,1982,1983,"Tom Deaton","Tennessee Tech",2,28,16,12,0.5714,0,0,0,0
1983-1984,"Tennessee Tech",1399,1983-84,1983,1984,"Tom Deaton","Tennessee Tech",3,28,18,10,0.6429,0,0,0,0
1984-1985,"Tennessee Tech",1399,1984-85,1984,1985,"Tom Deaton","Tennessee Tech",4,28,19,9,0.6786,0,0,1,0
1985-1986,"Tennessee Tech",1399,1985-86,1985,1986,"Tom Deaton","Tennessee Tech",5,29,14,15,0.4828,0,0,0,0
1986-1987,"Tennessee Tech",1399,1986-87,1986,1987,"Tom Deaton","Tennessee Tech",6,27,7,20,0.2593,0,0,0,0
1987-1988,"Tennessee Tech",1399,1987-88,1987,1988,"Tom Deaton","Tennessee Tech",7,28,12,16,0.4286,0,0,0,0
1988-1989,"Tennessee Tech",1399,1988-89,1988,1989,"Tom Deaton","Tennessee Tech",8,5,2,3,0.4000,0,0,0,0
2012-2013,TCU,1395,2012-13,2012,2013,"Trent Johnson","Texas Christian",13,32,11,21,0.3438,5,0,0,0
2013-2014,TCU,1395,2013-14,2013,2014,"Trent Johnson","Texas Christian",14,31,9,22,0.2903,5,0,0,0
2014-2015,TCU,1395,2014-15,2014,2015,"Trent Johnson","Texas Christian",15,33,18,15,0.5455,5,0,0,0
2015-2016,TCU,1395,2015-16,2015,2016,"Trent Johnson","Texas Christian",16,27,11,16,0.4074,5,0,0,0
1991-1992,"Texas A&M",1401,1991-92,1991,1992,"Tony Barone","Texas A&M",6,28,6,22,0.2143,2,0,0,0
1992-1993,"Texas A&M",1401,1992-93,1992,1993,"Tony Barone","Texas A&M",7,27,10,17,0.3704,2,0,0,0
1993-1994,"Texas A&M",1401,1993-94,1993,1994,"Tony Barone","Texas A&M",8,30,19,11,0.6333,2,0,0,0
1994-1995,"Texas A&M",1401,1994-95,1994,1995,"Tony Barone","Texas A&M",9,30,14,16,0.4667,2,0,0,0
1995-1996,"Texas A&M",1401,1995-96,1995,1996,"Tony Barone","Texas A&M",10,27,11,16,0.4074,2,0,0,0
1996-1997,"Texas A&M",1401,1996-97,1996,1997,"Tony Barone","Texas A&M",11,27,9,18,0.3333,2,0,0,0
1997-1998,"Texas A&M",1401,1997-98,1997,1998,"Tony Barone","Texas A&M",12,27,7,20,0.2593,2,0,0,0
2008-2009,"TX Southern",1411,2008-09,2008,2009,"Tony Harvey","Texas Southern",0,32,7,25,0.2188,0,0,0,0
2009-2010,"TX Southern",1411,2009-10,2009,2010,"Tony Harvey","Texas Southern",1,33,17,16,0.5152,0,0,0,0
2010-2011,"TX Southern",1411,2010-11,2010,2011,"Tony Harvey","Texas Southern",2,32,19,13,0.5938,0,0,1,0
2011-2012,"TX Southern",1411,2011-12,2011,2012,"Tony Harvey","Texas Southern",3,33,15,18,0.4545,0,0,0,0
2013-2014,"Texas Tech",1403,2013-14,2013,2014,"Tubby Smith","Texas Tech",22,32,14,18,0.4375,17,0,0,0
2014-2015,"Texas Tech",1403,2014-15,2014,2015,"Tubby Smith","Texas Tech",23,32,13,19,0.4063,17,0,0,0
2015-2016,"Texas Tech",1403,2015-16,2015,2016,"Tubby Smith","Texas Tech",24,26,17,9,0.6538,17,0,0,0
2006-2007,UTRGV,1410,2006-07,2006,2007,"Tom Schuberth","Texas-Rio Grande Valley",0,29,14,15,0.4828,0,0,0,0
2007-2008,UTRGV,1410,2007-08,2007,2008,"Tom Schuberth","Texas-Rio Grande Valley",1,31,18,13,0.5806,0,0,0,0
2008-2009,UTRGV,1410,2008-09,2008,2009,"Tom Schuberth","Texas-Rio Grande Valley",2,27,10,17,0.3704,0,0,0,0
2010-2011,Toledo,1405,2010-11,2010,2011,"Tod Kowalczyk",Toledo,8,32,4,28,0.1250,0,0,0,0
2011-2012,Toledo,1405,2011-12,2011,2012,"Tod Kowalczyk",Toledo,9,36,19,17,0.5278,0,0,0,0
2012-2013,Toledo,1405,2012-13,2012,2013,"Tod Kowalczyk",Toledo,10,28,15,13,0.5357,0,0,0,0
2013-2014,Toledo,1405,2013-14,2013,2014,"Tod Kowalczyk",Toledo,11,34,27,7,0.7941,0,0,1,0
2014-2015,Toledo,1405,2014-15,2014,2015,"Tod Kowalczyk",Toledo,12,33,20,13,0.6061,0,0,0,0
2015-2016,Toledo,1405,2015-16,2015,2016,"Tod Kowalczyk",Toledo,13,27,16,11,0.5926,0,0,0,0
1979-1980,Towson,1406,1979-80,1979,1980,"Vince Angotti",Towson,0,26,9,17,0.3462,0,0,0,0
1980-1981,Towson,1406,1980-81,1980,1981,"Vince Angotti",Towson,1,27,13,14,0.4815,0,0,0,0
1981-1982,Towson,1406,1981-82,1981,1982,"Vince Angotti",Towson,2,27,10,17,0.3704,0,0,0,0
1982-1983,Towson,1406,1982-83,1982,1983,"Vince Angotti",Towson,3,28,7,21,0.2500,0,0,0,0
1991-1992,Tulsa,1409,1991-92,1991,1992,"Tubby Smith",Tulsa,0,30,17,13,0.5667,0,0,0,0
1992-1993,Tulsa,1409,1992-93,1992,1993,"Tubby Smith",Tulsa,1,29,15,14,0.5172,0,0,0,0
1993-1994,Tulsa,1409,1993-94,1993,1994,"Tubby Smith",Tulsa,2,31,23,8,0.7419,0,1,1,0
1994-1995,Tulsa,1409,1994-95,1994,1995,"Tubby Smith",Tulsa,3,32,24,8,0.7500,1,1,1,0
1977-1978,"UC Irvine",1414,1977-78,1977,1978,"Tim Tift",UC-Irvine,0,25,8,17,0.3200,0,0,0,0
1978-1979,"UC Irvine",1414,1978-79,1978,1979,"Tim Tift",UC-Irvine,1,26,9,17,0.3462,0,0,0,0
1979-1980,"UC Irvine",1414,1979-80,1979,1980,"Tim Tift",UC-Irvine,2,27,9,18,0.3333,0,0,0,0
2006-2007,"UC Riverside",1415,2006-07,2006,2007,"Vonn Webb",UC-Riverside,0,31,7,24,0.2258,0,0,0,0
1984-1985,UCLA,1417,1984-85,1984,1985,"Walt Hazzard",UCLA,0,33,21,12,0.6364,0,0,0,0
1985-1986,UCLA,1417,1985-86,1985,1986,"Walt Hazzard",UCLA,1,29,15,14,0.5172,0,0,0,0
1986-1987,UCLA,1417,1986-87,1986,1987,"Walt Hazzard",UCLA,2,32,25,7,0.7813,0,1,1,1
1987-1988,UCLA,1417,1987-88,1987,1988,"Walt Hazzard",UCLA,3,30,16,14,0.5333,1,0,0,0
1980-1981,Valparaiso,1434,1980-81,1980,1981,"Tom Smith",Valparaiso,0,27,12,15,0.4444,0,0,0,0
1981-1982,Valparaiso,1434,1981-82,1981,1982,"Tom Smith",Valparaiso,1,27,9,18,0.3333,0,0,0,0
1982-1983,Valparaiso,1434,1982-83,1982,1983,"Tom Smith",Valparaiso,2,28,13,15,0.4643,0,0,0,0
1983-1984,Valparaiso,1434,1983-84,1983,1984,"Tom Smith",Valparaiso,3,28,9,19,0.3214,0,0,0,0
1984-1985,Valparaiso,1434,1984-85,1984,1985,"Tom Smith",Valparaiso,4,28,8,20,0.2857,0,0,0,0
1985-1986,Valparaiso,1434,1985-86,1985,1986,"Tom Smith",Valparaiso,5,28,9,19,0.3214,0,0,0,0
1986-1987,Valparaiso,1434,1986-87,1986,1987,"Tom Smith",Valparaiso,6,28,12,16,0.4286,0,0,0,0
1987-1988,Valparaiso,1434,1987-88,1987,1988,"Tom Smith",Valparaiso,7,28,12,16,0.4286,0,0,0,0
1986-1987,Vermont,1436,1986-87,1986,1987,"Tom Brennan",Vermont,4,28,5,23,0.1786,0,0,0,0
1987-1988,Vermont,1436,1987-88,1987,1988,"Tom Brennan",Vermont,5,27,3,24,0.1111,0,0,0,0
1988-1989,Vermont,1436,1988-89,1988,1989,"Tom Brennan",Vermont,6,27,6,21,0.2222,0,0,0,0
1989-1990,Vermont,1436,1989-90,1989,1990,"Tom Brennan",Vermont,7,30,13,17,0.4333,0,0,0,0
1990-1991,Vermont,1436,1990-91,1990,1991,"Tom Brennan",Vermont,8,28,15,13,0.5357,0,0,0,0
1991-1992,Vermont,1436,1991-92,1991,1992,"Tom Brennan",Vermont,9,29,16,13,0.5517,0,0,0,0
1992-1993,Vermont,1436,1992-93,1992,1993,"Tom Brennan",Vermont,10,27,10,17,0.3704,0,0,0,0
1993-1994,Vermont,1436,1993-94,1993,1994,"Tom Brennan",Vermont,11,27,12,15,0.4444,0,0,0,0
1994-1995,Vermont,1436,1994-95,1994,1995,"Tom Brennan",Vermont,12,27,14,13,0.5185,0,0,0,0
1995-1996,Vermont,1436,1995-96,1995,1996,"Tom Brennan",Vermont,13,27,12,15,0.4444,0,0,0,0
1996-1997,Vermont,1436,1996-97,1996,1997,"Tom Brennan",Vermont,14,27,14,13,0.5185,0,0,0,0
1997-1998,Vermont,1436,1997-98,1997,1998,"Tom Brennan",Vermont,15,27,16,11,0.5926,0,0,0,0
1998-1999,Vermont,1436,1998-99,1998,1999,"Tom Brennan",Vermont,16,27,11,16,0.4074,0,0,0,0
1999-1900,Vermont,1436,1999-00,1999,1900,"Tom Brennan",Vermont,17,28,16,12,0.5714,0,0,0,0
2000-2001,Vermont,1436,2000-01,2000,2001,"Tom Brennan",Vermont,18,29,12,17,0.4138,0,0,0,0
2001-2002,Vermont,1436,2001-02,2001,2002,"Tom Brennan",Vermont,19,29,21,8,0.7241,0,0,1,0
2002-2003,Vermont,1436,2002-03,2002,2003,"Tom Brennan",Vermont,20,33,21,12,0.6364,0,1,0,1
2003-2004,Vermont,1436,2003-04,2003,2004,"Tom Brennan",Vermont,21,31,22,9,0.7097,1,1,0,1
2004-2005,Vermont,1436,2004-05,2004,2005,"Tom Brennan",Vermont,22,32,25,7,0.7813,2,1,1,1
2009-2010,Virginia,1438,2009-10,2009,2010,"Tony Bennett",Virginia,3,31,15,16,0.4839,2,0,0,0
2010-2011,Virginia,1438,2010-11,2010,2011,"Tony Bennett",Virginia,4,31,16,15,0.5161,2,0,0,0
2011-2012,Virginia,1438,2011-12,2011,2012,"Tony Bennett",Virginia,5,32,22,10,0.6875,2,1,0,0
2012-2013,Virginia,1438,2012-13,2012,2013,"Tony Bennett",Virginia,6,35,23,12,0.6571,3,0,0,0
2013-2014,Virginia,1438,2013-14,2013,2014,"Tony Bennett",Virginia,7,37,30,7,0.8108,3,1,1,1
2014-2015,Virginia,1438,2014-15,2014,2015,"Tony Bennett",Virginia,8,34,30,4,0.8824,4,1,1,0
2015-2016,Virginia,1438,2015-16,2015,2016,"Tony Bennett",Virginia,9,26,21,5,0.8077,5,0,0,0
2015-2016,"VA Commonwealth",1433,2015-16,2015,2016,"Will Wade","Virginia Commonwealth",2,27,20,7,0.7407,0,0,0,0
1982-1983,"W Michigan",1444,1982-83,1982,1983,"Vern Payne","Western Michigan",0,28,5,23,0.1786,0,0,0,0
1983-1984,"W Michigan",1444,1983-84,1983,1984,"Vern Payne","Western Michigan",1,26,4,22,0.1538,0,0,0,0
1984-1985,"W Michigan",1444,1984-85,1984,1985,"Vern Payne","Western Michigan",2,28,12,16,0.4286,0,0,0,0
1985-1986,"W Michigan",1444,1985-86,1985,1986,"Vern Payne","Western Michigan",3,28,12,16,0.4286,0,0,0,0
1986-1987,"W Michigan",1444,1986-87,1986,1987,"Vern Payne","Western Michigan",4,28,12,16,0.4286,0,0,0,0
1987-1988,"W Michigan",1444,1987-88,1987,1988,"Vern Payne","Western Michigan",5,29,12,17,0.4138,0,0,0,0
1988-1989,"W Michigan",1444,1988-89,1988,1989,"Vern Payne","Western Michigan",6,28,12,16,0.4286,0,0,0,0
2002-2003,"WI Green Bay",1453,2002-03,2002,2003,"Tod Kowalczyk","Green Bay",0,30,10,20,0.3333,0,0,0,0
2003-2004,"WI Green Bay",1453,2003-04,2003,2004,"Tod Kowalczyk","Green Bay",1,28,17,11,0.6071,0,0,0,0
2004-2005,"WI Green Bay",1453,2004-05,2004,2005,"Tod Kowalczyk","Green Bay",2,28,17,11,0.6071,0,0,0,0
2005-2006,"WI Green Bay",1453,2005-06,2005,2006,"Tod Kowalczyk","Green Bay",3,31,15,16,0.4839,0,0,0,0
2006-2007,"WI Green Bay",1453,2006-07,2006,2007,"Tod Kowalczyk","Green Bay",4,33,18,15,0.5455,0,0,0,0
2007-2008,"WI Green Bay",1453,2007-08,2007,2008,"Tod Kowalczyk","Green Bay",5,30,15,15,0.5000,0,0,0,0
2008-2009,"WI Green Bay",1453,2008-09,2008,2009,"Tod Kowalczyk","Green Bay",6,33,22,11,0.6667,0,0,0,0
2009-2010,"WI Green Bay",1453,2009-10,2009,2010,"Tod Kowalczyk","Green Bay",7,35,22,13,0.6286,0,0,0,0
2006-2007,"Washington St",1450,2006-07,2006,2007,"Tony Bennett","Washington State",0,34,26,8,0.7647,0,1,0,0
2007-2008,"Washington St",1450,2007-08,2007,2008,"Tony Bennett","Washington State",1,35,26,9,0.7429,1,1,0,0
2008-2009,"Washington St",1450,2008-09,2008,2009,"Tony Bennett","Washington State",2,33,17,16,0.5152,2,0,0,0
2003-2004,"William & Mary",1456,2003-04,2003,2004,"Tony Shaver","William & Mary",0,28,7,21,0.2500,0,0,0,0
2004-2005,"William & Mary",1456,2004-05,2004,2005,"Tony Shaver","William & Mary",1,29,8,21,0.2759,0,0,0,0
2005-2006,"William & Mary",1456,2005-06,2005,2006,"Tony Shaver","William & Mary",2,28,8,20,0.2857,0,0,0,0
2006-2007,"William & Mary",1456,2006-07,2006,2007,"Tony Shaver","William & Mary",3,30,15,15,0.5000,0,0,0,0
2007-2008,"William & Mary",1456,2007-08,2007,2008,"Tony Shaver","William & Mary",4,33,17,16,0.5152,0,0,0,0
2008-2009,"William & Mary",1456,2008-09,2008,2009,"Tony Shaver","William & Mary",5,30,10,20,0.3333,0,0,0,0
2009-2010,"William & Mary",1456,2009-10,2009,2010,"Tony Shaver","William & Mary",6,33,22,11,0.6667,0,0,0,0
2010-2011,"William & Mary",1456,2010-11,2010,2011,"Tony Shaver","William & Mary",7,32,10,22,0.3125,0,0,0,0
2011-2012,"William & Mary",1456,2011-12,2011,2012,"Tony Shaver","William & Mary",8,32,6,26,0.1875,0,0,0,0
2012-2013,"William & Mary",1456,2012-13,2012,2013,"Tony Shaver","William & Mary",9,30,13,17,0.4333,0,0,0,0
2013-2014,"William & Mary",1456,2013-14,2013,2014,"Tony Shaver","William & Mary",10,32,20,12,0.6250,0,0,0,0
2014-2015,"William & Mary",1456,2014-15,2014,2015,"Tony Shaver","William & Mary",11,33,20,13,0.6061,0,0,1,0
2015-2016,"William & Mary",1456,2015-16,2015,2016,"Tony Shaver","William & Mary",12,27,18,9,0.6667,0,0,0,0
1982-1983,Yale,1463,1982-83,1982,1983,"Tom Brennan",Yale,0,26,12,14,0.4615,0,0,0,0
1983-1984,Yale,1463,1983-84,1983,1984,"Tom Brennan",Yale,1,26,7,19,0.2692,0,0,0,0
1984-1985,Yale,1463,1984-85,1984,1985,"Tom Brennan",Yale,2,26,14,12,0.5385,0,0,0,0
1985-1986,Yale,1463,1985-86,1985,1986,"Tom Brennan",Yale,3,26,13,13,0.5000,0,0,0,0
1977-1978,NULL,NULL,1977-78,1977,1978,"Tiny Grant","Fresno State",0,27,21,6,0.7778,0,0,1,0
1978-1979,NULL,NULL,1978-79,1978,1979,"Tiny Grant","Fresno State",1,28,16,12,0.5714,0,0,0,0
1979-1980,NULL,NULL,1979-80,1979,1980,"Tiny Grant","Fresno State",2,24,17,7,0.7083,0,0,0,0
1980-1981,NULL,NULL,1980-81,1980,1981,"Tiny Grant","Fresno State",3,29,25,4,0.8621,0,1,1,1
1981-1982,NULL,NULL,1981-82,1981,1982,"Tiny Grant","Fresno State",4,30,27,3,0.9000,1,1,1,1
1982-1983,NULL,NULL,1982-83,1982,1983,"Tiny Grant","Fresno State",5,35,25,10,0.7143,2,0,0,0
1983-1984,NULL,NULL,1983-84,1983,1984,"Tiny Grant","Fresno State",6,33,25,8,0.7576,2,1,0,1
1984-1985,NULL,NULL,1984-85,1984,1985,"Tiny Grant","Fresno State",7,32,23,9,0.7188,3,0,0,0
1985-1986,NULL,NULL,1985-86,1985,1986,"Tiny Grant","Fresno State",8,30,15,15,0.5000,3,0,0,0
1992-1993,NULL,NULL,1992-93,1992,1993,"Todd Bozeman","University of California",0,13,11,2,0.8462,0,1,0,0
1993-1994,NULL,NULL,1993-94,1993,1994,"Todd Bozeman","University of California",1,30,22,8,0.7333,1,1,0,0
1994-1995,NULL,NULL,1994-95,1994,1995,"Todd Bozeman","University of California",2,27,13,14,0.4815,2,0,0,0
1995-1996,NULL,NULL,1995-96,1995,1996,"Todd Bozeman","University of California",3,28,17,11,0.6071,2,1,0,0
